0.0 0.0 0.0 *** 12.5 12.0 12.0 
7.4 5.4 5.4 *** 0.0 0.0 0.0 
8.5 3.5 3.5 *** 8.5 3.5 3.5 
6.0 5.0 5.0 *** 3.9 2.7 2.7 
0.0 0.0 0.0 *** 19.2 16.0 16.0 
10.5 8.25 8.25 *** 0.0 0.0 0.0 
7.13 4.92 4.92 *** 7.2 5.0 5.0 
9.7 9.5 9.5 *** 0.0 0.0 0.0 
16.77 10.65 10.65 *** 16.5 11.3 11.3 
8.1 5.5 5.5 *** 7.9 5.1 5.1 
8.5 5.75 5.75 *** 86.6 55.1 55.1 
10.0 8.0 8.0 *** 10.5 8.0 8.0 
6.7 5.0 5.0 *** 6.8 5.0 5.0 
10.0 6.5 6.5 *** 10.0 6.5 6.5 
6.0 4.8 4.8 *** 7.0 5.0 5.0 
6.89 4.13 4.13 *** 6.9 4.1 4.1 
6.89 4.13 4.13 *** 6.9 4.1 4.1 
22.0 15.5 15.5 *** 22.0 16.0 16.0 
11.8 8.0 8.0 *** 11.8 8.0 8.0 
10.0 8.0 8.0 *** 10.0 8.0 8.0 
32.0 1.0 1.0 *** 0.0 0.0 0.0 
22.0 20.0 20.0 *** 0.0 0.0 0.0 
6.1 3.8 3.8 *** 6.1 4.0 4.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.5 5.7 5.7 *** 8.5 5.7 5.7 
5.85 3.83 3.83 *** 6.4 4.2 4.2 
5.18 3.6 3.6 *** 5.5 4.0 4.0 
0.0 0.0 0.0 *** 6.7 5.8 5.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
3.65 2.2 2.2 *** 5.8 5.8 5.8 
17.0 12.5 12.5 *** 16.2 11.8 11.8 
7.1 5.0 5.0 *** 6.5 5.1 5.1 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
9.0 7.0 7.0 *** 4.2 3.8 3.8 
6.0 4.25 4.25 *** 0.0 0.0 0.0 
6.14 4.02 4.02 *** 6.2 2.8 2.8 
12.15 10.62 10.62 *** 0.0 0.0 0.0 
10.25 6.0 6.0 *** 10.0 5.8 5.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
6.496 3.641 3.641 *** 4.7 2.2 2.2 
10.0 8.0 8.0 *** 7.8 5.2 5.2 
24.1 24.0 24.0 *** 22.3 21.7 21.7 
9.85 7.0 7.0 *** 19.3 13.0 13.0 
8.25 6.55 6.55 *** 12.0 12.0 12.0 
7.0 3.8 3.8 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 59.0 31.0 31.0 
6.25 6.25 6.25 *** 0.0 0.0 0.0 
9.5 6.75 6.75 *** 3.8 1.9 1.9 
16.0 6.0 6.0 *** 15.0 8.7 8.7 
8.0 5.0 5.0 *** 8.0 5.0 5.0 
6.0 5.0 5.0 *** 0.0 0.0 0.0 
19.9 11.8 11.8 *** 0.0 0.0 0.0 
14.75 3.5 3.5 *** 15.5 4.5 4.5 
0.0 0.0 0.0 *** 6.8 5.0 5.0 
3.65 2.2 2.2 *** 0.0 0.0 0.0 
8.0 3.5 3.5 *** 0.0 0.0 0.0 
27.0 16.0 16.0 *** 26.9 15.9 15.9 
29.9 4.9 4.9 *** 0.0 0.0 0.0 
9.675 7.65 7.65 *** 10.8 8.5 8.5 
7.65 5.625 5.625 *** 0.0 0.0 0.0 
3.635 2.6489999999999996 2.6489999999999996 *** 5.8 5.8 5.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
10.4 7.0 7.0 *** 0.0 0.0 0.0 
7.0 3.8 3.8 *** 0.0 0.0 0.0 
6.25 6.25 6.25 *** 0.0 0.0 0.0 
8.0 2.4 2.4 *** 0.0 0.0 0.0 
5.75 3.9 3.9 *** 2.8 1.2 1.2 
6.9 4.1 4.1 *** 6.9 4.1 4.1 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
4.2 4.2 4.2 *** 1.6 1.6 1.6 
27.0 5.3 5.3 *** 28.0 5.2 5.2 
13.25 12.0 12.0 *** 11.6 5.4 5.4 
7.5 4.1 4.1 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
14.5 3.25 3.25 *** 15.5 4.5 4.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
18.6 9.1 9.1 *** 18.2 8.4 8.4 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
2.17 1.41 1.41 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
10.0 8.75 8.75 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.0 5.0 5.0 *** 7.0 5.0 5.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
10.13 8.1 8.1 *** 0.0 0.0 0.0 
5.0 3.0 3.0 *** 0.0 0.0 0.0 
9.0 6.75 6.75 *** 0.0 0.0 0.0 
10.36 6.62 6.62 *** 5.9 3.9 3.9 
12.6 2.7 2.7 *** 9.8 2.4 2.4 
0.0 0.0 0.0 *** 22.0 18.5 18.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
4.5 3.6 3.6 *** 4.5 3.6 3.6 
6.75 4.75 4.75 *** 0.0 0.0 0.0 
12.25 10.31 10.31 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 10.6 8.2 8.2 
10.5 8.0 8.0 *** 11.0 8.5 8.5 
5.0 3.0 3.0 *** 5.0 3.0 3.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.1 5.9 5.9 *** 0.0 0.0 0.0 
15.35 7.72 7.72 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
9.0 4.0 4.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
20.5 15.5 15.5 *** 19.9 14.1 14.1 
10.0 8.0 8.0 *** 9.0 7.5 7.5 
0.0 0.0 0.0 *** 11.2 8.9 8.9 
10.5 6.4 6.4 *** 10.5 6.4 6.4 
2.64 2.64 2.64 *** 2.6 2.6 2.6 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
7.989 5.157 5.157 *** 8.0 5.2 5.2 
12.0 8.0 8.0 *** 13.8 9.8 9.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
85.6 82.0 82.0 *** 85.6 82.0 82.0 
3.75 3.0 3.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
50.0 6.5 6.5 *** 0.0 0.0 0.0 
17.13 10.55 10.55 *** 17.1 10.6 10.6 
4.0 3.6 3.6 *** 3.9 3.5 3.5 
11.2 6.4 6.4 *** 11.0 6.5 6.5 
4.75 3.75 3.75 *** 5.0 4.0 4.0 
17.75 10.5 10.5 *** 19.0 11.5 11.5 
4.94 3.75 3.75 *** 0.0 0.0 0.0 
13.75 10.0 10.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
31.5 22.2 22.2 *** 31.5 20.0 20.0 
5.85 3.83 3.83 *** 6.5 4.2 4.2 
4.0 4.0 4.0 *** 6.2 4.6 4.6 
13.25 12.0 12.0 *** 8.6 7.2 7.2 
34.65 4.05 4.05 *** 0.0 0.0 0.0 
8.78 4.96 4.96 *** 5.8 3.5 3.5 
16.0 13.2 13.2 *** 7.5 6.0 6.0 
7.0 5.2 5.2 *** 0.0 0.0 0.0 
6.0 4.75 4.75 *** 5.8 4.6 4.6 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
10.7 9.75 9.75 *** 0.0 0.0 0.0 
18.78 14.09 14.09 *** 18.8 14.1 14.1 
5.75 1.75 1.75 *** 0.0 0.0 0.0 
4.13 2.32 2.32 *** 4.1 2.3 2.3 
11.25 9.0 9.0 *** 11.2 8.6 8.6 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
2.17 1.41 1.41 *** 2.2 1.4 1.4 
0.0 0.0 0.0 *** 12.0 9.4 9.4 
9.3 8.1 8.1 *** 7.6 4.8 4.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
7.9 6.7 6.7 *** 11.5 9.2 9.2 
6.75 4.25 4.25 *** 6.2 4.0 4.0 
9.5 9.4 9.4 *** 9.4 7.2 7.2 
9.72 8.19 8.19 *** 10.8 9.1 9.1 
13.0 9.0 9.0 *** 13.0 9.0 9.0 
8.0 3.5 3.5 *** 5.0 0.9 0.9 
8.9 5.6 5.6 *** 8.8 5.5 5.5 
42.0 30.0 30.0 *** 16.5 11.8 11.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.27 4.33 4.33 *** 0.0 0.0 0.0 
6.8 5.4 5.4 *** 0.0 0.0 0.0 
10.0 8.0 8.0 *** 0.0 0.0 0.0 
13.1 7.5 7.5 *** 0.0 0.0 0.0 
8.0 4.8 4.8 *** 6.0 3.5 3.5 
9.5 6.0 6.0 *** 0.0 0.0 0.0 
7.5 5.5 5.5 *** 4.7 3.3 3.3 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.5 5.7 5.7 *** 0.0 0.0 0.0 
5.53 4.6 4.6 *** 5.5 4.4 4.4 
3.8 2.0 2.0 *** 3.8 2.0 2.0 
88.0 5.5 5.5 *** 85.6 82.0 82.0 
2.93 2.25 2.25 *** 0.0 0.0 0.0 
38.0 6.0 6.0 *** 0.0 0.0 0.0 
4.5 4.05 4.05 *** 0.0 0.0 0.0 
7.0 6.9 6.9 *** 4.7 3.4 3.4 
10.0 4.0 4.0 *** 13.5 7.5 7.5 
10.0 6.5 6.5 *** 0.0 0.0 0.0 
18.6 9.1 9.1 *** 0.0 0.0 0.0 
4.5 4.05 4.05 *** 4.5 4.2 4.2 
12.5 3.9 3.9 *** 12.5 3.9 3.9 
7.82 4.75 4.75 *** 7.8 4.8 4.8 
5.85 3.83 3.83 *** 6.5 4.2 4.2 
3.5 3.5 3.5 *** 4.2 3.5 3.5 
5.75 4.5 4.5 *** 6.0 4.5 4.5 
8.0 5.5 5.5 *** 8.3 5.7 5.7 
3.8 2.5 2.5 *** 5.8 2.8 2.8 
7.0 3.8 3.8 *** 6.0 3.8 3.8 
8.75 4.0 4.0 *** 1.8 1.2 1.2 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
6.2 5.55 5.55 *** 6.0 5.5 5.5 
4.06 3.9 3.9 *** 6.0 4.5 4.5 
9.225 7.65 7.65 *** 10.2 8.5 8.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.82 6.14 6.14 *** 2.8 1.8 1.8 
7.9 5.3 5.3 *** 9.8 7.2 7.2 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
16.14 6.5 6.5 *** 21.2 10.8 10.8 
1.25 0.95 0.95 *** 7.2 5.2 5.2 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 16.0 8.0 8.0 
4.6 4.4 4.4 *** 4.3 4.3 4.3 
7.09 5.51 5.51 *** 7.1 5.1 5.1 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.2 5.25 5.25 *** 8.2 5.2 5.2 
3.8 3.8 3.8 *** 0.0 0.0 0.0 
6.25 3.9 3.9 *** 0.0 0.0 0.0 
14.96 13.98 13.98 *** 14.0 14.0 14.0 
40.1 27.5 27.5 *** 40.1 24.8 24.8 
15.0 12.25 12.25 *** 15.8 13.2 13.2 
6.75 6.3 6.3 *** 7.1 6.8 6.8 
1.0 1.0 1.0 *** 6.2 4.6 4.6 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
15.9 13.7 13.7 *** 16.0 14.0 14.0 
6.0 5.8 5.8 *** 1.6 0.8 0.8 
11.7 3.38 3.38 *** 13.5 3.8 3.8 
11.65 9.15 9.15 *** 4.0 4.0 4.0 
11.4 2.0 2.0 *** 12.0 9.0 9.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
15.5 10.25 10.25 *** 11.5 6.3 6.3 
3.7 2.2 2.2 *** 6.0 6.0 6.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
7.6 4.32 4.32 *** 7.1 4.9 4.9 
7.0 6.5 6.5 *** 7.0 5.2 5.2 
12.18 8.18 8.18 *** 12.2 8.2 8.2 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
3.5 1.5 1.5 *** 3.0 2.5 2.5 
4.6 4.1 4.1 *** 4.6 4.1 4.1 
0.0 0.0 0.0 *** 4.7 3.2 3.2 
16.77 10.65 10.65 *** 16.5 11.3 11.3 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
4.28 4.05 4.05 *** 0.0 0.0 0.0 
9.17 6.69 6.69 *** 9.2 6.7 6.7 
19.3 14.2 14.2 *** 20.8 14.7 14.7 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
4.39 3.19 3.19 *** 4.3 3.3 3.3 
6.25 6.25 6.25 *** 6.3 6.3 6.3 
6.18 4.61 4.61 *** 0.0 0.0 0.0 
8.55 5.85 5.85 *** 8.6 4.1 4.1 
9.25 2.88 2.88 *** 6.0 4.3 4.3 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
6.75 4.5 4.5 *** 6.5 4.2 4.2 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.3 4.8 4.8 *** 5.9 1.2 1.2 
19.3 14.8 14.8 *** 19.0 16.2 16.2 
50.0 6.5 6.5 *** 0.0 0.0 0.0 
38.0 9.0 9.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
21.8 20.4 20.4 *** 20.0 18.0 18.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
10.0 7.0 7.0 *** 0.0 0.0 0.0 
8.5 4.94 4.94 *** 8.5 4.9 4.9 
12.0 12.0 12.0 *** 14.0 10.0 10.0 
14.3 14.1 14.1 *** 14.4 14.2 14.2 
7.5 7.4 7.4 *** 7.9 7.3 7.3 
24.0 6.0 6.0 *** 0.0 0.0 0.0 
5.4 3.6 3.6 *** 6.0 4.0 4.0 
8.3 4.8 4.8 *** 5.9 1.2 1.2 
6.25 3.9 3.9 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 3.2 2.7 2.7 
5.4 4.4 4.4 *** 3.9 2.8 2.8 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
14.5 7.9 7.9 *** 14.4 8.0 8.0 
7.0 3.2 3.2 *** 12.0 3.2 3.2 
32.0 26.0 26.0 *** 0.0 0.0 0.0 
80.0 0.5 0.5 *** 11.0 7.8 7.8 
12.4 9.4 9.4 *** 12.4 9.4 9.4 
14.7 12.13 12.13 *** 17.5 10.0 10.0 
9.0 6.0 6.0 *** 5.6 3.9 3.9 
9.0 6.0 6.0 *** 0.0 0.0 0.0 
10.9 5.1 5.1 *** 9.8 2.0 2.0 
32.7 17.7 17.7 *** 32.7 17.7 17.7 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
5.8 4.0 4.0 *** 5.8 4.0 4.0 
10.5 5.5 5.5 *** 17.4 11.2 11.2 
18.31 15.42 15.42 *** 18.3 15.4 15.4 
6.93 2.87 2.87 *** 0.0 0.0 0.0 
4.77 1.71 1.71 *** 13.0 4.5 4.5 
3.7 2.4 2.4 *** 7.5 4.8 4.8 
7.83 4.92 4.92 *** 9.0 6.5 6.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 12.0 4.2 4.2 
6.3 4.5 4.5 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 15.9 11.7 11.7 
8.8 6.0 6.0 *** 8.7 5.9 5.9 
5.5 3.5 3.5 *** 7.5 3.7 3.7 
5.31 3.0 3.0 *** 5.3 3.0 3.0 
8.0 6.0 6.0 *** 8.0 6.0 6.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
19.4 15.4 15.4 *** 0.0 0.0 0.0 
38.0 6.0 6.0 *** 0.0 0.0 0.0 
13.8 10.5 10.5 *** 10.6 4.4 4.4 
0.0 0.0 0.0 *** 4.9 3.2 3.2 
9.2 7.2 7.2 *** 9.7 7.7 7.7 
11.3 7.7 7.7 *** 11.0 7.5 7.5 
3.7 2.2 2.2 *** 3.7 2.2 2.2 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
5.4 3.4 3.4 *** 5.8 4.0 4.0 
7.5 7.0 7.0 *** 7.3 6.7 6.7 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.2 0.1 0.1 *** 0.0 0.0 0.0 
6.5 4.5 4.5 *** 6.5 4.5 4.5 
8.3 5.75 5.75 *** 0.0 0.0 0.0 
35.11 14.37 14.37 *** 35.1 14.4 14.4 
3.6 2.4 2.4 *** 3.6 2.4 2.4 
5.6 5.5 5.5 *** 5.5 5.5 5.5 
10.0 7.0 7.0 *** 5.5 3.2 3.2 
4.75 4.5 4.5 *** 0.0 0.0 0.0 
7.68 7.28 7.28 *** 7.7 7.3 7.3 
3.7 2.2 2.2 *** 3.7 2.2 2.2 
5.76 3.06 3.06 *** 6.4 3.4 3.4 
12.87 6.867000000000001 6.867000000000001 *** 20.3 14.8 14.8 
18.0 7.47 7.47 *** 0.0 0.0 0.0 
6.1 4.9 4.9 *** 6.1 4.9 4.9 
6.6 5.6 5.6 *** 7.2 4.8 4.8 
5.1 2.0 2.0 *** 8.2 5.9 5.9 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
16.1 9.3 9.3 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 9.0 6.0 6.0 
9.2 8.4 8.4 *** 6.1 5.9 5.9 
6.75 5.5 5.5 *** 6.8 5.6 5.6 
4.4 3.1 3.1 *** 4.4 3.1 3.1 
16.3 9.7 9.7 *** 16.4 9.6 9.6 
6.0 4.0 4.0 *** 6.0 4.0 4.0 
6.9 5.4 5.4 *** 6.9 5.4 5.4 
4.6 2.5 2.5 *** 4.6 2.5 2.5 
6.38 4.53 4.53 *** 4.4 4.0 4.0 
8.39 6.89 6.89 *** 8.5 7.0 7.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
13.0 11.5 11.5 *** 13.0 11.5 11.5 
17.32 10.99 10.99 *** 17.0 11.0 11.0 
10.0 8.0 8.0 *** 7.0 4.8 4.8 
22.9 15.5 15.5 *** 23.0 15.2 15.2 
19.21 13.39 13.39 *** 22.5 18.6 18.6 
4.0 4.0 4.0 *** 4.0 4.0 4.0 
9.1 6.6 6.6 *** 9.1 6.6 6.6 
12.15 10.62 10.62 *** 13.5 11.8 11.8 
6.6 5.0 5.0 *** 6.8 5.0 5.0 
8.0 6.0 6.0 *** 0.0 0.0 0.0 
8.5 4.0 4.0 *** 8.5 4.0 4.0 
3.8 3.8 3.8 *** 3.9 3.5 3.5 
9.0 6.0 6.0 *** 0.0 0.0 0.0 
4.06 3.9 3.9 *** 6.0 4.0 4.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
16.0 8.5 8.5 *** 15.7 8.4 8.4 
9.0 5.0 5.0 *** 6.2 4.8 4.8 
5.25 4.13 4.13 *** 5.2 4.1 4.1 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 5.0 5.0 5.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
8.09 6.4 6.4 *** 0.0 0.0 0.0 
4.4 3.3 3.3 *** 4.5 4.4 4.4 
6.1 4.9 4.9 *** 7.0 5.0 5.0 
33.5 14.0 14.0 *** 0.0 0.0 0.0 
5.75 5.6 5.6 *** 6.8 5.9 5.9 
10.787 9.685 9.685 *** 0.0 0.0 0.0 
8.8 6.1 6.1 *** 8.7 5.9 5.9 
5.53 4.6 4.6 *** 5.3 4.5 4.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
12.0 8.7 8.7 *** 12.0 8.7 8.7 
7.5 5.0 5.0 *** 0.4 0.4 0.4 
11.8 8.0 8.0 *** 11.8 8.0 8.0 
11.5 8.75 8.75 *** 4.5 2.5 2.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
3.5 1.0 1.0 *** 4.4 3.5 3.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
13.94 10.71 10.71 *** 0.0 0.0 0.0 
27.0 5.3 5.3 *** 0.0 0.0 0.0 
15.0 11.5 11.5 *** 11.8 6.3 6.3 
16.77 10.65 10.65 *** 16.5 11.3 11.3 
4.86 4.86 4.86 *** 5.4 5.4 5.4 
24.3 18.0 18.0 *** 12.0 9.5 9.5 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
5.1 5.0 5.0 *** 5.1 5.1 5.1 
11.8 7.0 7.0 *** 0.0 0.0 0.0 
17.7 13.1 13.1 *** 17.1 14.6 14.6 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
5.3 5.2 5.2 *** 5.4 5.4 5.4 
0.0 0.0 0.0 *** 0.0 0.0 0.0 
5.0 4.25 4.25 *** 5.0 4.5 4.5 
