seq1,seq2,title_title_jac_qgm_3_qgm_3
epson 1500 hours 200w uhe projector lamp elplp12,sony lmp e191 - projector lamp - 2000 hour s,0.323943661971831
epson 1500 hours 200w uhe projector lamp elplp12,epson replacement lamp - 200w uhe projector lamp - 2000 hour high brightness mode 3000 hour low brightness mode,0.3505154639175257
epson 1500 hours 200w uhe projector lamp elplp12,v13h010l31-bti 200w projector lamp - uhe - 2000 hour normal,0.3170731707317073
comprehensive two-piece 75 precision bnc jack for rg-59 set of 25,comprehensive fp-rg6 f plug for rg-6 cable set of 25,0.3333333333333333
comprehensive two-piece 75 precision bnc jack for rg-59 set of 25,comprehensive bj-up bnc jack to uhf plug set of 25,0.372093023255814
comprehensive two-piece 75 precision bnc jack for rg-59 set of 25,comprehensive mj 3.5mm mini jack cable end set of 25,0.3043478260869565
comprehensive two-piece 75 precision bnc jack for rg-59 set of 25,comprehensive pj phono rca jack cable end set of 25,0.3076923076923077
comprehensive two-piece 75 precision bnc jack for rg-59 set of 25,comprehensive bp-tw756 twist-on 75 precision bnc connectors for rg-6,0.3673469387755102
d-link dcs-1100 network camera,d-link dcs-930l mydlink-enabled wireless n network camera,0.4126984126984127
startech.com rkpw247015 24 outlet power strip,6 outlet power sentry outlet strip,0.3275862068965517
3m fr530cb ergonomic adjustable footrest,scotts solemate adjustable footrest,0.3389830508474576
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal heavyweight coated paper 36 inches x 100 feet roll,0.3218390804597701
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp coated paper 36 inches x 300 feet roll,0.4307692307692308
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp coated paper 24 inches x 150 feet roll,0.5
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp special inkjet paper 36 inches x 150 feet roll,0.32
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp special inkjet paper 24 inches x 150 feet roll,0.3026315789473684
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal coated paper 42 inches x 150 feet roll,0.410958904109589
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal bond paper 42 inches x 150 feet roll,0.3116883116883117
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal bond paper 24 inches x 150 feet roll,0.3116883116883117
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp coated paper 42 inches x 150 feet roll,0.5
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal bond paper 42 inches x 150 feet roll,0.3116883116883117
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal bond paper 36 inches x 150 feet roll,0.32894736842105265
brother dk2113 ql label printers continuous length tape,brother dk-2212 continuous length film label roll 2-3 7 wide,0.38372093023255816
brother dk2113 ql label printers continuous length tape,brother dk2210 - continuous paper label tape 1-1 7 x 100ft roll white,0.3125
brother dk2113 ql label printers continuous length tape,brother dk-2606 continuous length film label roll black yellow,0.3595505617977528
brother dk2113 ql label printers continuous length tape,brother dk2205 - continuous paper label tape 2-3 7 x 100ft roll white,0.3125
brother dk2113 ql label printers continuous length tape,brother dk-2210 continuous length paper label roll 1-1 7 wide,0.4
3m mw310le gel mouse pad,alupad mouse pad,0.30303030303030304
lacie formoa 15  macbook carrying case black,adesso carrying case for ipad black,0.3559322033898305
lacie formoa 15  macbook carrying case black,sony lcscsw b dsc carrying case black,0.3015873015873016
lacie formoa 15  macbook carrying case black,swissgear mythos - notebook carrying case - 15.4 - black,0.3026315789473684
lacie formoa 15  macbook carrying case black,sony lcs-vcd carrying case for nex-vg10 black,0.3043478260869565
stanley 500 watt power inverter,whistler pro-800w 800 watt power inverter,0.4230769230769231
stanley 500 watt power inverter,sima stp-325 325-watt power inverter,0.4
stanley 500 watt power inverter,cobra cpi 1575 1500 watt 12 volt dc to 120 volt ac power inverter,0.3055555555555556
stanley 500 watt power inverter,bravo view inv-150 - 150-watt peak power inverter,0.3064516129032258
stanley 500 watt power inverter,schumacher pi-400 instant power dc to ac power inverter - 400 watts,0.3142857142857143
stanley 500 watt power inverter,peak pkc0bo 400 watt tailgate power inverter,0.3620689655172414
stanley 500 watt power inverter,peak pkc0bm 150 watt cup can power inverter,0.3448275862068966
stanley 500 watt power inverter,peak pkc0bn 175 watt tailgate power inverter,0.31666666666666665
gear head quick 1.3mp webcam with night vision red black,quick 1.3mp webcam with night vision blue,0.5538461538461539
gear head quick 1.3mp webcam with night vision red black,gear head 1.3 mp webcam for mac night vision  usb 2.0 uvc  wc1500mac,0.3368421052631579
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,avery self-adhesive removable labels 1 x 3 inches red neon 200 per pack 05493,0.3035714285714285
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,avery 5314 self-adhesive address labels for copiers clear 1 x 2-13 16 660 labels pack,0.3636363636363637
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,avery 5026 - extra-large 1 3-cut filing labels 15 16 x 3-7 16 white assorted bars 450 pack,0.3504273504273504
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,new-3m 3300f - permanent adhesive clear filing labels 2 3 x 3-7 16 white 1500 pack - mmm3300f,0.32231404958677684
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,new-avery 5027 - extra-large 1 3-cut filing labels 15 16 x 3-7 16 white 450 pack - ave5027,0.3162393162393162
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,new-3m 3300g - permanent adhesive clear filing labels 2 3 x 3-7 16 assorted 750 pack - mmm3300g,0.3278688524590164
avery self-adhesive filing labels 1 3 cut 3-7 16 x 2 3 clear 450 pack,new-3m 3300h - permanent adhesive clear filing labels 2 3 x 3-7 16 white 750 pack - mmm3300h,0.33613445378151263
xfx radeon hd6850 pcie 1gb ddr5 graphics card,xfx radeon hd 5770 1 gb ddr5 pcie graphics card hd577aznfc,0.5
xfx radeon hd6850 pcie 1gb ddr5 graphics card,xfx hd 6850 775m 1 gb ddr5 graphics card hd685xznfc,0.42028985507246375
