seq1,seq2,title_title_jac_qgm_3_qgm_3
quartet cork bulletin board natural cork fiberboard 60 x 36 aluminum frame,quartet 2363 - enclosed bulletin board natural cork fiberboard 24 x 36 aluminum frame,0.6966292134831461
hp ce278a black laserjet print cartridge,hp laserjet ce505x black print cartridge,0.66
da-lite da-mat deluxe fast fold complete front projection screen - 68 x 68,da-lite 40433 da-mat fast fold complete front projection screen - 92 x 92,0.6627906976744186
da-lite da-mat deluxe fast fold complete front projection screen - 68 x 68,da-lite 40439 da-mat fast fold complete front projection screen - 104 x 104,0.6551724137931034
da-lite da-mat deluxe fast fold complete front projection screen - 68 x 68,da-lite 40424 da-mat fast fold complete front projection screen - 56 x 86,0.6551724137931034
quartet ultima presentation dry erase easel melamine 27 x 34 white black frame,quartet 351900 - futura dry erase presentation easel melamine 24 x 36 white black frame,0.6057692307692307
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-plex base rear projection screen - 43 1 4 x 57 3 4 video format,0.7468354430379747
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-lite da-view thru-the-wall rear projection screen - 57 3 4 x 77 video format,0.6593406593406593
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-lite 27658 da-glas deluxe rear projection screen - 57 3 4 x 77 video format,0.6666666666666666
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-glas base rear projection screen - 43 1 4 x 57 3 4 video format,0.6235294117647059
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-plex base rear projection screen - 40 1 4 x 53 3 4 video format,0.6829268292682927
canon imageformula dr-2010c compact color scanner,canon 2455b002 imageformula dr-2510c compact color scanner,0.7258064516129032
sennheiser sh 350 ip binaural headset with noise canceling microphone,sennheiser sh250 binaural headset with microphone,0.6133333333333333
sennheiser sh 350 ip binaural headset with noise canceling microphone,sennheiser sh 350 binaural headset with microphone,0.6944444444444444
epson t020201 color ink cartridge,epson t029201 tri-color ink cartridge,0.7142857142857143
epson t020201 color ink cartridge,epson s191089 color ink cartridge,0.6046511627906976
epson t020201 color ink cartridge,epson t037020 tricolor ink cartridge,0.6511627906976745
epson t020201 color ink cartridge,epson t008201 color inkjet cartridge,0.6744186046511628
hp ce250a black toner cartridge,hp ce250a black toner cartridge -remanufactured,0.6078431372549019
sharpie fine point permanent markers assorted 5ct,sharpie 30078 - permanent markers fine point assorted 8 set,0.6417910447761194
da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format,natural walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,0.7058823529411765
da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format,heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,0.6190476190476191
hp ce505xd black laserjet print cartridges 2pk,hp laserjet ce505x black print cartridge,0.6481481481481481
case logic slr camera backpack,case logic tbc-307 slr camera backpack black,0.6666666666666666
xantech 100w decora-style impedance matching volume control,xantech xvcs100 slider style impedance matching volume control,0.6233766233766234
startech 1 hdmi to hdmi digital video cable,startech.com hdmimm15 15 feet hdmi to hdmi digital video cable,0.6166666666666667
startech 1 hdmi to hdmi digital video cable,startech.com hdmimm25 25 feet hdmi to hdmi digital video cable,0.6166666666666667
startech 1 hdmi to hdmi digital video cable,startech.com hdmimm30 30 feet hdmi to hdmi digital video cable,0.6166666666666667
startech 1 hdmi to hdmi digital video cable,startech.com hdmimm10 10 feet hdmi to hdmi digital video cable,0.6166666666666667
bushnell backtrack personal locator tech gray,bushnell backtrack point-3 personal gps locator gray,0.65
bushnell backtrack personal locator tech gray,bushnell gps backtrack personal locator,0.6226415094339622
bushnell backtrack personal locator tech gray,bushnell backtrack point-5 personal gps locator gray,0.65
pacon rainbow duo-finish colored kraft paper 35 lbs. 36  x 1000 ft,new-pacon 63260 - rainbow duo-finish colored kraft paper 35 lbs. 36 x 1000 ft pink - pac63260,0.6489361702127661
pacon rainbow duo-finish colored kraft paper 35 lbs. 36  x 1000 ft,new-pacon 63150 - rainbow duo-finish colored kraft paper 35 lbs. 36 x 1000 ft sky blue - pac63150,0.6161616161616161
pacon rainbow duo-finish colored kraft paper 35 lbs. 36  x 1000 ft,new-pacon 63060 - rainbow duo-finish colored kraft paper 35 lbs. 36 x 1000 ft flame - pac63060,0.6354166666666666
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite data pro thru-the-wall rear projection screen - 401 2 x 72 hdtv format,0.6559139784946236
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,0.7078651685393258
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite data pro thru-the-wall rear projection screen - 52 x 92 hdtv format,0.6966292134831461
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-view thru-the-wall rear projection screen - 45 x 80 hdtv format,0.7976190476190477
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-view thru-the-wall rear projection screen - 57 3 4 x 77 video format,0.6774193548387096
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,0.7078651685393258
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da lite data pro thru-the-wall rear projection screen - 45 x 80 hdtv format,0.6236559139784946
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-view thru-the-wall rear projection screen - 50 1 2 x 67 1 4 video format,0.65625
iosafe rugged 750gb usb 3.0 portable external hard drive,iosafe rugged portable 1 tb usb 3.0 external hard drive pa51000u1yr,0.6075949367088608
iosafe rugged 750gb usb 3.0 portable external hard drive,iosafe rugged portable 250 gb usb 3.0 external hard drive pa50250u1yr,0.620253164556962
iosafe rugged 750gb usb 3.0 portable external hard drive,iosafe rugged portable 500 gb usb 3.0 external hard drive pa50500u1yr,0.620253164556962
jvc flats lightweight folding headphones silver,jvc has150sx light weight flat folding headphone silver,0.6129032258064516
d-link dkvm-8e 8- port kvm switch,d-link dkvm-4k 4-port kvm switch,0.6341463414634146
simplism silicone case set ipad brown,simplism silicone case set for ipad pink,0.62
simplism silicone case set ipad brown,simplism silicone case set for ipad blue,0.6530612244897959
seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black,seagate freeagent goflex 500 gb usb 3.0 ultra-portable external hard drive staa500105 black,0.6530612244897959
seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black,seagate freeagent goflex pro 750 gb usb 2.0 ultra-portable external hard drive stad750101 black,0.6274509803921569
seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black,seagate freeagent goflex 750 gb usb 2.0 ultra-portable external hard drive staa750100 black,0.6530612244897959
seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black,seagate freeagent goflex 1 tb usb 2.0 ultra-portable external hard drive staa1000100 black,0.6428571428571429
seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black,seagate freeagent goflex 320 gb usb 2.0 ultra-portable external hard drive staa320100 black,0.6530612244897959
