seq1,seq2,title_title_jac_qgm_3_qgm_3
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,da-plex base rear projection screen - 43 1 4 x 57 3 4 video format,0.7468354430379747
canon imageformula dr-2010c compact color scanner,canon 2455b002 imageformula dr-2510c compact color scanner,0.7258064516129032
epson t020201 color ink cartridge,epson t029201 tri-color ink cartridge,0.7142857142857143
da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format,natural walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal,0.7058823529411765
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,0.7078651685393258
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-view thru-the-wall rear projection screen - 45 x 80 hdtv format,0.7976190476190477
da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,0.7078651685393258
griffin technology outfit gloss ipod touch 4g black,griffin technology outfit ice for ipod touch 4g black,0.7419354838709677
avery worksaver big tab plastic dividers two slash pockets eight-tab assorted,avery 11906 - worksaver big tab plastic dividers two slash pockets 5-tab assorted,0.7674418604651163
oki 52102001 ribbon black,oki 52106001 - 52106001 ribbon black,0.7272727272727273
ampad evidence glue top narrow ruled pads ltr 50-sheet pads pack dozen,ampad 21218 - evidence glue top narrow ruled pads ltr canary 50-sheet pads pack dozen,0.7804878048780488
corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x4096-6400c5c,corsair xms2 2gb 2 x 1gb pc2-6400 800mhz 240-pin ddr2 cl5 dual channel desktop memory kit - twin2x2048-6400,0.8362068965517241
scosche increased dynamic range chameleon earphones idr355md,scosche increased dynamic range chameleon earphones black,0.7536231884057971
birdhouse tony hawk 2gb full skull skatedrive usb flash drive,birdhouse tony hawk 16gb full skull skatedrive usb flash drive,0.8813559322033898
logitech wireless mouse m315 silver,logitech m305 wireless mouse silver,0.7209302325581395
logitech wireless mouse m315 silver,logitech wireless mouse m310 silver,0.85
sandisk ultraii 8gb memory stick pro duo,sandisk 8gb ultra ii memory stick pro duo,0.7708333333333334
motorola h17 bluetooth headset,motorola h710 bluetooth headset,0.7567567567567568
motorola h17 bluetooth headset,motorola hk100 bluetooth headset,0.7368421052631579
motorola h17 bluetooth headset,motorola h690 bluetooth headset,0.7567567567567568
motorola h17 bluetooth headset,motorola h730 bluetooth headset,0.7567567567567568
da-lite pearlescent tensioned cosmopolitan electrol - av format 9 x 9 diagonal,da-lite 98811 pearlescent tensioned cosmopolitan electrol - av format 12 x 12 diagonal,0.7912087912087912
da-lite pearlescent tensioned cosmopolitan electrol - av format 9 x 9 diagonal,da-lite 98814 pearlescent tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal,0.7659574468085106
avery dot matrix printer address labels 2 across 3-1 2 x 15 16 10000 box,avery 4029 dot matrix printer white address labels 3-1 2 x 15 16 4 across 20000 box,0.7303370786516854
da-lite da-plex self trimming rear projection screen - 96 x 120 av format,da-lite da-plex self trimming rear projection screen - 94 1 2 x 168 hdtv format,0.7303370786516854
da-lite da-plex self trimming rear projection screen - 96 x 120 av format,da-lite 27578 da-plex self trimming rear projection screen - 96 x 96 av format,0.8192771084337349
microsoft wireless laser desktop 3000 keyboard and mouse combo,microsoft wireless desktop 800 keyboard and mouse combo,0.7794117647058824
microsoft wireless laser desktop 3000 keyboard and mouse combo,microsoft wireless desktop 3000 keyboard and mouse combo,0.8769230769230769
