seq1,seq2,title_title_jac_qgm_3_qgm_3
epson 1500 hours 200w uhe projector lamp elplp12,epson replacement lamp - 170w uhe projector lamp - 2000 hour,0.4520547945205479
epson 1500 hours 200w uhe projector lamp elplp12,epson replacement lamp - 150w uhe projector lamp - 1500 hour,0.4927536231884058
comprehensive two-piece 75 precision bnc jack for rg-59 set of 25,comprehensive bp-tw7559p twist-on 75 precision bnc connectors for rg-59 62 plenum set of 25,0.4537037037037037
d-link dcs-1100 network camera,d-link dcs-930l mydlink-enabled wireless n network camera,0.4126984126984127
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp coated paper 36 inches x 300 feet roll,0.4307692307692308
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp coated paper 24 inches x 150 feet roll,0.5
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp universal coated paper 42 inches x 150 feet roll,0.410958904109589
hp c6020b coated paper 1 roll 36-inches x 150 ft,hp coated paper 42 inches x 150 feet roll,0.5
brother dk2113 ql label printers continuous length tape,brother dk-2210 continuous length paper label roll 1-1 7 wide,0.4
stanley 500 watt power inverter,whistler pro-800w 800 watt power inverter,0.4230769230769231
stanley 500 watt power inverter,sima stp-325 325-watt power inverter,0.4
gear head quick 1.3mp webcam with night vision red black,quick 1.3mp webcam with night vision blue,0.5538461538461539
xfx radeon hd6850 pcie 1gb ddr5 graphics card,xfx radeon hd 5770 1 gb ddr5 pcie graphics card hd577aznfc,0.5
xfx radeon hd6850 pcie 1gb ddr5 graphics card,xfx hd 6850 775m 1 gb ddr5 graphics card hd685xznfc,0.42028985507246375
innovera cd dvd pocket with built-in label tab clear 25 pack,innovera cd dvd shell case clear 25 pack,0.40540540540540543
hp 80 ink printhead printhead cleaner black c4890a,hp c4820a no. 80 printhead and cleaner black,0.4833333333333333
hp 80 ink printhead printhead cleaner black c4890a,hp c4893a - c4893a hp 80 ink printhead printhead cleaner 4400 page-yield yellow,0.42105263157894735
iogear 2-port miniview micro usb plus kvm switch,iogear 8-port miniview ultra kvm switch gcs1758,0.42028985507246375
iogear 2-port miniview micro usb plus kvm switch,iogear 2-port miniview micro ps 2 kvm switch with 2 cables gcs62,0.4933333333333334
iogear 2-port miniview micro usb plus kvm switch,iogear 2-port miniview micro ps 2 audio kvm switch with 2 cables gcs612a,0.4457831325301205
