9.827601624523374380e-01,9.123463193698442275e-01,1.102591230926308064e-01,1.000000000000000000e+00
8.770936728606668620e-01,8.559289234094986654e-01,-5.254118631526738525e-02,1.000000000000000000e+00
1.133036947306967912e+00,1.146971591673567215e+00,-2.378793577604375042e-01,1.000000000000000000e+00
8.943122711175572892e-01,6.750155918800940791e-01,4.706995302365575840e-01,1.000000000000000000e+00
9.542857996569698020e-01,8.195403887279267829e-01,-7.673879063448324489e-03,1.000000000000000000e+00
9.289252134225540747e-01,7.821563945350348268e-01,2.303870894583529561e-01,1.000000000000000000e+00
8.292340821947775664e-01,5.829365936823881489e-01,3.749371675433632589e-01,1.000000000000000000e+00
1.090826501474244203e+00,1.028783904936955818e+00,1.139502673268974475e-02,1.000000000000000000e+00
9.882567694708628281e-01,1.063815941033012802e+00,5.197684139363348832e-01,1.000000000000000000e+00
7.852363251204266259e-01,5.538569799581852804e-01,3.035151652542660283e-01,1.000000000000000000e+00
9.841920914087070038e-01,9.759151746441402375e-01,4.164658361983691881e-01,1.000000000000000000e+00
1.025489812062566175e+00,7.216384915690966517e-01,6.038122570288479984e-01,1.000000000000000000e+00
8.885452952718783104e-01,7.578624603553829608e-01,5.414557244479891729e-01,1.000000000000000000e+00
1.027002731084102338e+00,8.988728016381252184e-01,1.155014579252468671e-01,1.000000000000000000e+00
8.991668499654519309e-01,7.343996087416454488e-01,2.927212841636124274e-01,1.000000000000000000e+00
9.635804808959981260e-01,6.051739725468701092e-01,5.164206920725096239e-01,1.000000000000000000e+00
1.026388143672651188e+00,8.728714712262208852e-01,3.412371105307249186e-02,1.000000000000000000e+00
1.033774928974891649e+00,1.058870611991761468e+00,5.363092099028941018e-01,1.000000000000000000e+00
8.418138744099816773e-01,9.671916692895994316e-01,9.793179674964797021e-02,1.000000000000000000e+00
1.053771063838341959e+00,1.013028981573180332e+00,6.043067390113751602e-02,1.000000000000000000e+00
1.014776674196631534e+00,7.172349956613638389e-01,2.314425332013689551e-01,1.000000000000000000e+00
9.011383457242871931e-01,5.837216342416960968e-01,3.428147411617392670e-01,1.000000000000000000e+00
9.598593340821272024e-01,1.049819316153306037e+00,4.012360048342090701e-01,1.000000000000000000e+00
8.704204127589695306e-01,6.445472061828143584e-01,1.820053872265803563e-01,1.000000000000000000e+00
9.530486060195398901e-01,4.217392704011004301e-01,2.451917409037938089e-01,1.000000000000000000e+00
1.002694833411758690e+00,7.701111267431629548e-01,5.727336546289446551e-02,1.000000000000000000e+00
9.739333339931403044e-01,8.070598241038876575e-01,5.501613162063538898e-01,1.000000000000000000e+00
1.052741568000715278e+00,6.743031985763821012e-01,5.076706933263623878e-01,1.000000000000000000e+00
9.627652098504911882e-01,4.258082544903779021e-01,1.338248706174969271e-01,1.000000000000000000e+00
1.078762786675476981e+00,1.125719561405830627e+00,1.028031427708323703e-01,1.000000000000000000e+00
9.659467890702760906e-01,1.075975714134610683e+00,4.940767852204717148e-01,1.000000000000000000e+00
8.854950878924667812e-01,6.431856645107305592e-01,5.259498875383847860e-01,1.000000000000000000e+00
8.820926855924257071e-01,6.639139245221231667e-01,6.585249706927069901e-01,1.000000000000000000e+00
8.887452018950389165e-01,7.539779094987634211e-01,-8.787123001118940513e-02,1.000000000000000000e+00
1.066176304535466857e+00,8.281074946453697017e-01,6.420624612741604453e-02,1.000000000000000000e+00
