1.264862611460119801e+00,3.470818319572013255e-01,2.524699615475609060e-02,1.000000000000000000e+00,3.349672146893351802e-03
1.148794975352914083e+00,5.242888883247894816e-01,8.942437398195226539e-01,1.000000000000000000e+00,5.997948893167574097e-03
8.868843324280162310e-01,3.249028172151100513e-01,9.471916258036973124e-01,1.000000000000000000e+00,7.151219886123442310e-03
6.788385383208970225e-01,3.899186835019083364e-01,2.024015179598748770e-01,1.000000000000000000e+00,7.605162229220594275e-03
8.348072754794000350e-01,1.327174826028936661e+00,-2.411430076101547804e-01,1.000000000000000000e+00,7.661279881300443219e-03
7.014502206610578883e-01,6.664138779899422271e-01,-1.168354828031147874e-01,1.000000000000000000e+00,1.647042111488569716e-02
8.675139574531437470e-01,1.138534674982185857e+00,-4.119405125330553030e-01,1.000000000000000000e+00,1.680180660947499377e-02
9.564401049252805320e-01,8.098932457078334979e-01,1.044102295051523077e+00,1.000000000000000000e+00,2.117814635928036079e-02
1.078399808820819983e+00,1.419448233348057364e+00,4.726240996226716007e-01,1.000000000000000000e+00,2.345832198605993582e-02
1.057567273961311560e+00,7.241680365795086782e-01,9.759915654040409727e-01,1.000000000000000000e+00,2.665710367365931380e-02
1.112457100701690571e+00,8.550008370274473357e-01,8.921088814036335357e-01,1.000000000000000000e+00,3.189881517702173458e-02
1.145171552176896590e+00,1.215337350383740356e+00,6.298172897946425763e-01,1.000000000000000000e+00,3.207748875927741994e-02
7.399023144166352317e-01,8.397179284233907692e-01,-2.010888351883927117e-01,1.000000000000000000e+00,3.315650850648890757e-02
1.096951470713633636e+00,1.267570225764178327e+00,-2.900873791396171297e-01,1.000000000000000000e+00,3.738493953513043894e-02
8.373631257287538210e-01,9.132068511071956829e-01,-3.998407170238472697e-01,1.000000000000000000e+00,4.045981217398511576e-02
8.981855730189279852e-01,7.723832649466271238e-01,-4.873378291290091369e-01,1.000000000000000000e+00,4.060989726613443984e-02
1.199904870020577219e+00,4.088682131293575051e-01,-5.408032831712283883e-02,1.000000000000000000e+00,4.368624584183626591e-02
6.819368916243364609e-01,8.628579333459969192e-01,2.646911244794128426e-01,1.000000000000000000e+00,5.017628367378084570e-02
1.202699501170386709e+00,6.670833488700099734e-01,6.356834418541723597e-01,1.000000000000000000e+00,5.025465876020876466e-02
8.976722522379992908e-01,1.212793100362931087e+00,-3.035610814415996561e-01,1.000000000000000000e+00,5.060958927325601847e-02
8.072675314810179303e-01,1.312245999690138998e+00,1.838076055337702630e-01,1.000000000000000000e+00,5.828782669947486783e-02
8.265755506957244148e-01,1.261122862154185231e+00,5.863558749137930404e-01,1.000000000000000000e+00,6.038254403805234233e-02
1.125246473678265469e+00,5.144461948624363679e-01,7.541803743575546948e-01,1.000000000000000000e+00,6.073889889520879548e-02
6.972369379938527789e-01,7.714911188179460755e-01,5.135547478068660521e-01,1.000000000000000000e+00,6.781607671705713880e-02
7.071722681987958614e-01,6.011704603305086936e-01,1.336527234033587919e-01,1.000000000000000000e+00,7.657481376141089813e-02
8.564335138241019330e-01,8.056721320860635860e-01,9.230961709202392118e-01,1.000000000000000000e+00,7.837168502673451387e-02
8.721756193758589681e-01,4.618512278312428831e-01,-3.009504691954942857e-01,1.000000000000000000e+00,7.941108317705251884e-02
1.069757618746649763e+00,8.872370276697976177e-01,-4.682734882555028566e-01,1.000000000000000000e+00,8.127755605005641815e-02
